rownames,UP0042_CTRL,UR16_2319_HP160021451_A,UP0042HHT1,UP0042_HHE1.combined,UP0042_HHE3.combined
1:93000001-93500000,0.9526313898459298,1.0361150228688993,1.079732194210618,1.0376738009644566,1.0499790808381724
1:93500001-94000000,0.9600933620925017,1.0575939116913602,1.11007652977949,1.0951529040686894,1.037745767646867
1:94000001-94500000,0.9864459823672698,1.055364128460335,1.0454791251268398,0.9756642418932884,0.9904089380618846
1:94500001-95000000,0.9920263246335769,1.0459064483535196,1.0352839243082512,1.0665435905619198,1.032472085300748
1:95000001-95500000,1.0250536217371233,1.0432663354937624,0.9668893450953838,1.0036565335583911,1.031686496907867
1:95500001-96000000,1.0013908446274142,1.0093412585215003,1.0085480171699768,0.9305663058975149,0.9586222447133006
1:96000001-96500000,0.9925810347659811,1.073085207258948,1.0067759904828741,0.9857516922605111,1.0151609596404745
1:96500001-97000000,1.039745416929983,0.9994814739828427,0.964421628682413,0.9943014405067007,1.0039345606396368
1:97000001-97500000,0.9779227206988081,1.0225684036607328,1.0208000974227325,1.0059283667782624,1.0099046268563059
1:97500001-98000000,0.9895887700449855,1.0192985638883196,1.0040464142576873,1.1718042378666642,1.1132313469797932
1:98000001-98500000,1.03139092074287,1.1264029630622283,1.1447003086832086,1.216116003497028,1.0922932109616843
1:98500001-99000000,0.9623880016872169,1.0158778051694126,1.042556726334946,1.003054361906481,1.0020188442226408
1:99000001-99500000,1.0040694338218918,0.9811336836701341,0.9910995361175171,0.9380240585682991,0.9997277475684391
1:99500001-100000000,0.955018983038906,0.9818453091839165,0.9275853323892048,0.9406096982978145,0.9578110754551187
1:100000001-100500000,,,,,
1:100500001-101000000,1.042667581889858,1.0488235658632807,1.101992413593275,1.119151613286793,1.042226306126128
1:101000001-101500000,1.0584852829319447,1.0090065927495082,0.9639314158344754,1.1125716240209897,1.0699996281183553
1:101500001-102000000,0.9988511877637147,0.9925117905766131,1.0281021434880795,1.0086545125844533,1.0476185452099047
1:102000001-102500000,,,,,
1:102500001-103000000,0.993929606737972,1.0033507768775798,0.9965260575055574,0.9687428179042734,0.9969735366515174
1:103000001-103500000,,,,,
1:103500001-104000000,,,,,
1:104000001-104500000,,,,,
1:104500001-105000000,1.0176220282335768,1.302689638733065,1.2924237441398954,0.9711233482220099,0.9947011287257332
1:105000001-105500000,1.0044309437906727,1.2209061795819318,1.267591372245802,1.0325932318763626,1.040882594743327
1:105500001-106000000,0.9855199077765802,1.3136949362311692,1.3604082372660946,0.9992580560584624,1.0080742192146952
1:106000001-106500000,0.9431305545639753,1.2720242420766052,1.207201377880492,1.0025374250649506,0.9758094576260922
1:106500001-107000000,0.9913424783483771,1.2645608346617265,1.2655405169625868,1.0117235279266854,1.0091274501593204
1:107000001-107500000,0.965835246203357,1.33513128729368,1.319168721833098,1.0106996304590126,1.0364722500711059
1:107500001-108000000,1.0614970754850932,1.3177491411431232,1.2802319164489502,0.9669107146592908,1.02024384869025
1:108000001-108500000,,,,,
1:108500001-109000000,,,,,
1:109000001-109500000,0.9685727200959676,1.4794689833949257,1.5049838051442848,1.1181327088783393,1.0026473793777129
1:109500001-110000000,,,,,
1:110000001-110500000,1.0283570209426427,1.4472016810340773,1.4119098860714085,1.100424350054835,1.001500946252584
1:110500001-111000000,,,,,
1:111000001-111500000,1.002710491872152,1.5211373153977017,1.501102274093077,1.1299327296154178,1.0163766455303893
1:111500001-112000000,0.9529058774799644,1.483253014259189,1.5002818280690207,1.0931414488260531,1.0267088171544771
1:112000001-112500000,1.0109849449722594,1.512401965583841,1.6280937701726341,1.1389379146977434,1.0212376277331892
1:112500001-113000000,0.9925378411026654,1.270997547398939,1.2335981822721191,0.9585972289155633,0.9703024914838603
1:113000001-113500000,1.0187712044614567,1.2754497884550522,1.3298234003241782,1.0135848191175452,0.9577363063809909
1:113500001-114000000,1.0397939851410578,1.2643366866711159,1.2917182457907195,1.001432300485584,0.9947981356056171
1:114000001-114500000,0.9598602235983196,1.4763024033037393,1.5515427488211608,1.1407321551664917,1.0282159553371422
1:114500001-115000000,1.0150041571601724,1.4212709132270271,1.4104794575275932,1.0272616029915254,1.052208202461162
1:115000001-115500000,1.0158916856320832,1.354896345441246,1.4630872885360013,1.0233904043658388,1.017754536600553
